Vignette,Class
20180528_Huron_293_2mm_rep2_000008_vign002834.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000008_vign001617.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003802.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000003_vign002453.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004357.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002676.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003217.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000009_vign000753.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002835.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000008_vign000710.png,Calanoid_1
05042021_Huron_140_2mm_rep1_MS_000019_vign002251.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000010_vign001661.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000002_vign000506.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000010_vign000068.png,Bosmina_1
20190514_FISHI_152_2mm_rep2_AO_000016_vign000095.png,Bosmina_1
20190514_FISHI_152_2mm_rep3_AO_000035_vign000425.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000027_vign004348.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004280.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002754.png,Chironomid
20180528_Huron_293_2mm_rep2_000024_vign004053.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000015_vign003405.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004353.png,Calanoid_1
20180509_Huron_129_2mm_rep2_000019_vign001921.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000025_vign004161.png,Calanoid_1
20180514_Huron_157_2mm_rep2_000040_vign002158.png,Chironomid
04192021_Huron_40_2mm_Rep2_MS_000003_vign000549.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000017_vign003540.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000003_vign000536.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000009_vign002865.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_vign002672.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000010_vign002982.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000025_vign001990.png,Calanoid_1
20180514_Huron_157_2mm_rep2_000033_vign002139.png,Chironomid
20180528_Huron_293_2mm_rep2_000013_vign003245.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000002_vign000507.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_vign000884.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000013_vign001765.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003428.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000011_vign003028.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_vign001077.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003741.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003602.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003479.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000052_vign002049.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000028_vign004379.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000010_vign002984.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000026_vign004185.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000002_vign002369.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002824.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003148.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_vign000910.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002764.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000010_vign002952.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003756.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000012_vign001719.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_vign002673.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_vign002574.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_vign001025.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000028_vign004412.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004343.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000009_vign002906.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000004_vign001523.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000022_vign003916.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000028_vign004406.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_vign002541.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002720.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000014_vign003273.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000014_vign003266.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000007_vign001593.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000037_vign002019.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000016_vign001829.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002850.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000043_vign000222.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000025_vign004143.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000019_vign003668.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003465.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000024_vign004032.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000016_vign000096.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000015_vign003396.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000019_vign003647.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000015_vign003403.png,Calanoid_1
20180508_Huron_117_2mm_rep2_000002_vign004464.png,Bosmina_1
20190514_FISHI_152_2mm_rep3_AO_000008_vign000300.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000020_vign003721.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000005_vign000611.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000002_vign000509.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000017_vign003509.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000024_vign004094.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000022_vign001980.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000015_vign003394.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000041_vign002029.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003236.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000017_vign003547.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000005_vign000034.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000027_vign004359.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000038_vign002026.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003454.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000002_vign002327.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000025_vign004160.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003724.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000017_vign001014.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000024_vign004024.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000010_vign001680.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003182.png,Calanoid_1
20180508_Huron_115_2mm_rep2_000007_vign004500.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000013_vign003227.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000014_vign003315.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003186.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000009_vign002935.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000003_vign002437.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000010_vign000789.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000039_vign000449.png,Bosmina_1
20180508_Huron_117_2mm_rep2_000010_vign004468.png,Bosmina_1
20180528_Huron_303_2mm_rep1_000030_vign002004.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_vign002670.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000011_vign000802.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000004_vign000271.png,Bosmina_1
20190514_FISHI_152_2mm_rep2_AO_000019_vign000122.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000024_vign004058.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000015_vign003369.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004351.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000001_vign001466.png,Calanoid_1
20180509_Huron_129_2mm_rep2_000018_vign001915.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000006_vign000624.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_vign001127.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003833.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_vign000953.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000028_vign004419.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_vign000878.png,Calanoid_1
20180528_Huron_303_2mm_rep1_000060_vign002060.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_vign000935.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_vign001096.png,Calanoid_1
20180509_Huron_129_2mm_rep2_000002_vign001836.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000001_vign000256.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000001_vign002267.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000028_vign004393.png,Calanoid_1
20180514_Huron_157_2mm_rep2_000004_vign002122.png,Chironomid
20180528_Huron_293_2mm_rep2_000028_vign004417.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000001_vign002314.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003198.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000004_vign000589.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000019_vign000117.png,Bosmina_1
20220525_FISHI_158_2mm_rep1_KG_000008_vign001618.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_vign001125.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000040_vign000458.png,Bosmina_1
04192021_Huron_40_2mm_Rep2_MS_000017_vign001012.png,Calanoid_1
20180508_Huron_115_2mm_rep2_000026_vign004520.png,Herpacticoida
20180528_Huron_303_2mm_rep1_000033_vign002010.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004289.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002739.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000010_vign002950.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003149.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000023_vign003954.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000008_vign001635.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000006_vign000622.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000042_vign000216.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000013_vign003243.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000005_vign001561.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000011_vign003001.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000002_vign001507.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003749.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003168.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000015_vign003365.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000005_vign001562.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000002_vign002344.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003625.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000024_vign004063.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003092.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_vign000913.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000011_vign003037.png,Calanoid_1
20180509_Huron_129_2mm_rep2_000009_vign001874.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000023_vign004004.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000013_vign000887.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000006_vign000635.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000041_vign000210.png,Chironomid
20180528_Huron_293_2mm_rep2_000024_vign004026.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002714.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000003_vign000529.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000002_vign002362.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000036_vign000432.png,Bosmina_1
20220525_FISHI_158_2mm_rep1_KG_000014_vign001789.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000010_vign000764.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000015_vign000332.png,Bosmina_1
20180509_Huron_129_2mm_rep2_000018_vign001919.png,Calanoid_1
20180508_Huron_117_2mm_rep2_000005_vign004466.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000006_vign002652.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003183.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000026_vign004212.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000014_vign000083.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000016_vign003423.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003561.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003550.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000004_vign001544.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000024_vign004074.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000022_vign003899.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000020_vign000352.png,Herpacticoida
04192021_Huron_40_2mm_Rep2_MS_000008_vign000688.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003590.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000002_vign000261.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000026_vign004214.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000002_vign001513.png,Chironomid
20190523_FISHI_244_2mm_rep3_AO_000004_vign000249.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000007_vign002697.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000033_vign000177.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000015_vign003332.png,Calanoid_1
05042021_Huron_140_2mm_rep1_MS_000006_vign002197.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000024_vign000142.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000007_vign002740.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003808.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000010_vign000771.png,Calanoid_1
05042021_Huron_140_2mm_rep1_MS_000014_vign002229.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000001_vign000018.png,Bosmina_1
04192021_Huron_40_2mm_Rep2_MS_000007_vign000686.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000014_vign003289.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000007_vign002685.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000002_vign000263.png,Bosmina_1
20220525_FISHI_158_2mm_rep1_KG_000001_vign001452.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000028_vign004407.png,Calanoid_1
20180508_Huron_115_2mm_rep2_000038_vign004535.png,Chironomid
20190514_FISHI_152_2mm_rep2_AO_000002_vign000024.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000024_vign004018.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000013_vign003208.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_vign002542.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000001_vign000469.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000011_vign002998.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000023_vign003955.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003470.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003123.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_vign002529.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_vign002610.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000001_vign000482.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000018_vign003629.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002802.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000037_vign000195.png,Bosmina_1
04192021_Huron_40_2mm_Rep2_MS_000019_vign001093.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000023_vign003964.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000010_vign000768.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_vign000985.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_vign000977.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000001_vign000022.png,Bosmina_1
20180509_Huron_129_2mm_rep2_000017_vign001909.png,Calanoid_1
20180509_Huron_129_2mm_rep2_000003_vign001840.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003082.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000027_vign004366.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000019_vign001122.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_vign002633.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000001_vign002313.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000031_vign000407.png,Bosmina_1
04192021_Huron_40_2mm_Rep2_MS_000015_vign000967.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_vign000905.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_vign002538.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003791.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000001_vign000258.png,Bosmina_1
20220525_FISHI_158_2mm_rep1_KG_000011_vign001703.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000014_vign003307.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000006_vign002643.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000018_vign001039.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000016_vign001827.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000011_vign003013.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000011_vign003017.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000005_vign000608.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000014_vign000934.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000002_vign002334.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000001_vign002282.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000015_vign000963.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000021_vign003773.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000038_vign000445.png,Bosmina_1
20190514_FISHI_152_2mm_rep2_AO_000021_vign000129.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000021_vign003870.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000015_vign001810.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003759.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000004_vign002505.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000026_vign004225.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_vign002604.png,Calanoid_1
20180514_Huron_157_2mm_rep2_000039_vign002155.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000021_vign000358.png,Herpacticoida
04192021_Huron_40_2mm_Rep2_MS_000007_vign000670.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000014_vign003295.png,Calanoid_1
20190514_FISHI_152_2mm_rep3_AO_000025_vign000378.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000021_vign003815.png,Calanoid_1
20220525_FISHI_158_2mm_rep1_KG_000001_vign001489.png,Calanoid_1
20180509_Huron_129_2mm_rep2_000009_vign001872.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000024_vign004055.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000016_vign000983.png,Calanoid_1
20180508_Huron_115_2mm_rep2_000024_vign004515.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000013_vign003249.png,Calanoid_1
20190514_FISHI_152_2mm_rep2_AO_000014_vign000085.png,Bosmina_1
20180528_Huron_293_2mm_rep2_000025_vign004179.png,Calanoid_1
20180514_Huron_157_2mm_rep2_000042_vign002163.png,Chironomid
20180528_Huron_293_2mm_rep2_000005_vign002580.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000016_vign003457.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000028_vign004387.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003144.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000005_vign002555.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000008_vign002770.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000012_vign003081.png,Calanoid_1
20190523_FISHI_244_2mm_rep3_AO_000003_vign000248.png,Chironomid
20190514_FISHI_152_2mm_rep3_AO_000017_vign000340.png,Herpacticoida
20180528_Huron_293_2mm_rep2_000024_vign004034.png,Calanoid_1
20180528_Huron_293_2mm_rep2_000020_vign003738.png,Calanoid_1
04192021_Huron_40_2mm_Rep2_MS_000002_vign000519.png,Calanoid_1
20190527_FISHI_270_2mm_rep2_AO_000022_vign000230.png,Calanoid_1
